act_symbol,date,when
DVAX,2/25/21,After market close
DVAX,5/6/21,After market close
DVAX,8/4/21,After market close
DVAX,11/4/21,After market close
DVAX,2/28/22,After market close
DVAX,5/5/22,After market close
DVAX,8/4/22,After market close
DVAX,11/3/22,After market close
DVAX,2/23/23,After market close
DVAX,5/2/23,After market close
DVAX,8/3/23,After market close
DVAX,11/2/23,
DVAX,2/22/24,After market close
DVAX,5/8/24,After market close
DVAX,8/6/24,After market close
DVAX,11/7/24,After market close
DVAX,2/20/25,After market close
DVAX,5/6/25,After market close
DVD,9/22/22,
DVD,9/29/22,
DVD,10/27/22,
DVD,11/10/22,
DVD,11/17/22,
DVD,11/24/22,
DVD,12/1/22,
DVD,12/8/22,
DVD,12/15/22,
DVD,12/22/22,
DVD,12/29/22,
DVN,2/18/20,After market close
DVN,5/5/20,After market close
DVN,8/4/20,After market close
DVN,10/29/20,After market close
DVN,2/16/21,After market close
DVN,5/4/21,After market close
DVN,8/3/21,After market close
DVN,11/2/21,After market close
DVN,2/15/22,After market close
DVN,5/2/22,After market close
DVN,8/1/22,After market close
DVN,11/1/22,After market close
DVN,2/14/23,After market close
DVN,5/8/23,After market close
DVN,8/1/23,After market close
DVN,11/7/23,After market close
DVN,2/27/24,After market close
DVN,5/1/24,After market close
DVN,8/6/24,After market close
DVN,11/5/24,After market close
DVN,2/18/25,After market close
DVN,5/6/25,After market close
DWSN,11/3/22,
DWSN,3/14/23,
DWSN,5/15/23,
DWSN,11/9/23,
DWSN,3/25/24,
DWSN,8/12/24,
DWSN,11/14/24,
DWSN,5/12/25,
DWTX,3/27/25,
DWTX,5/8/25,
DX,7/29/20,Before market open
DX,10/28/20,Before market open
DX,2/4/21,Before market open
DX,4/28/21,Before market open
DX,7/28/21,Before market open
DX,10/27/21,Before market open
DX,2/3/22,Before market open
DX,4/27/22,Before market open
DX,7/25/22,Before market open
DX,10/24/22,Before market open
DX,1/30/23,Before market open
DX,4/24/23,Before market open
DX,7/24/23,Before market open
DX,10/23/23,Before market open
DX,1/29/24,Before market open
DX,4/22/24,Before market open
DX,7/22/24,Before market open
DX,10/21/24,Before market open
DX,1/27/25,Before market open
DX,4/21/25,Before market open
DXC,2/6/20,After market close
DXC,5/28/20,After market close
DXC,8/6/20,After market close
DXC,11/5/20,After market close
DXC,2/4/21,After market close
DXC,5/26/21,After market close
DXC,8/4/21,After market close
DXC,11/3/21,After market close
DXC,2/2/22,After market close
DXC,5/25/22,After market close
DXC,8/3/22,After market close
DXC,11/3/22,After market close
DXC,2/1/23,After market close
DXC,5/18/23,After market close
DXC,8/2/23,After market close
DXC,11/1/23,After market close
DXC,2/1/24,After market close
DXC,5/16/24,After market close
DXC,8/8/24,After market close
DXC,11/7/24,After market close
DXC,2/4/25,After market close
DXC,5/14/25,After market close
DXCM,2/13/20,After market close
DXCM,4/28/20,After market close
DXCM,7/28/20,After market close
DXCM,10/27/20,After market close
DXCM,4/29/21,After market close
DXCM,7/29/21,After market close
DXCM,10/28/21,After market close
DXCM,4/28/22,After market close
DXCM,7/28/22,After market close
DXCM,10/27/22,After market close
DXCM,2/9/23,After market close
DXCM,4/27/23,After market close
DXCM,7/27/23,After market close
DXCM,10/26/23,After market close
DXCM,2/8/24,After market close
DXCM,4/25/24,After market close
DXCM,7/25/24,After market close
DXCM,10/24/24,After market close
DXCM,2/13/25,After market close
DXCM,5/1/25,After market close
DXLG,11/19/21,Before market open
DXLG,3/17/22,Before market open
DXLG,11/17/22,Before market open
DXLG,3/16/23,Before market open
DXLG,5/25/23,Before market open
DXLG,8/24/23,Before market open
DXLG,11/17/23,Before market open
DXLG,3/21/24,Before market open
DXLG,5/30/24,Before market open
DXLG,8/29/24,Before market open
DXLG,11/22/24,Before market open
DXLG,3/20/25,Before market open
DXLG,5/29/25,Before market open
DXPE,3/5/20,
DXPE,5/5/20,
DXPE,8/4/20,
DXPE,3/9/21,Before market open
DXPE,8/5/21,
DXPE,11/5/21,
DXPE,3/22/22,
DXPE,5/10/22,Before market open
DXPE,8/8/22,Before market open
DXPE,3/24/23,
DXPE,5/9/23,
DXPE,8/8/23,After market close
DXPE,11/8/23,
DXPE,5/9/24,
DXPE,3/6/25,
DXYN,5/4/23,Before market open
DXYN,11/2/23,
DXYN,3/7/24,
DXYN,5/2/24,
DXYN,8/2/24,
DXYN,3/14/25,
DXYN,5/1/25,
DY,2/26/20,Before market open
DY,5/19/20,Before market open
DY,8/26/20,Before market open
DY,11/24/20,Before market open
DY,3/3/21,Before market open
DY,5/25/21,Before market open
DY,9/1/21,Before market open
DY,11/23/21,Before market open
DY,3/2/22,Before market open
DY,5/25/22,Before market open
DY,8/24/22,Before market open
DY,11/21/22,After market close
DY,3/1/23,Before market open
DY,5/24/23,Before market open
DY,8/23/23,Before market open
DY,11/21/23,Before market open
DY,2/28/24,Before market open
DY,5/22/24,Before market open
DY,8/21/24,Before market open
DY,11/20/24,Before market open
DY,2/26/25,Before market open
DY,5/21/25,Before market open
DYAI,3/11/20,
DYAI,5/14/20,After market close
DYAI,8/13/20,After market close
DYAI,11/11/20,
DYAI,3/29/21,
DYAI,6/24/21,
DYAI,8/12/21,After market close
DYAI,11/10/21,After market close
DYAI,3/29/22,After market close
DYAI,5/12/22,After market close
DYAI,8/10/22,After market close
DYAI,11/10/22,After market close
DYAI,3/29/23,After market close
DYAI,5/10/23,After market close
DYAI,8/9/23,After market close
DYAI,11/8/23,After market close
DYAI,3/28/24,After market close
DYAI,5/14/24,After market close
DYAI,8/13/24,After market close
DYAI,11/12/24,After market close
DYAI,3/26/25,After market close
DYAI,5/14/25,After market close
DYN,3/4/21,
DYN,8/5/21,
DYN,11/4/21,
DYN,3/3/22,
DYN,5/5/22,
DYN,8/4/22,
DYN,11/3/22,
DYN,5/8/23,
DYN,8/3/23,
DYN,11/2/23,
DYN,3/7/24,
DYN,8/15/24,
DYN,11/11/24,
DYN,5/1/25,
DYNT,2/19/20,
DYNT,5/12/20,
DYNT,9/24/20,Before market open
DYNT,11/12/20,Before market open
DYNT,5/13/21,
DYNT,9/23/21,Before market open
DYNT,11/11/21,Before market open
DYNT,5/12/22,Before market open
DYNT,9/22/22,Before market open
DYNT,11/10/22,Before market open
DYNT,2/9/23,
DYNT,5/11/23,Before market open
DYNT,9/28/23,
DYNT,11/9/23,
DYNT,2/8/24,Before market open
DYNT,5/9/24,
DYNT,9/26/24,
DYNT,11/11/24,
DYNT,2/5/25,
DYNT,5/8/25,
DZSI,3/5/20,After market close
DZSI,5/7/20,After market close
DZSI,8/5/20,After market close
DZSI,2/22/21,Before market open
DZSI,5/3/21,Before market open
DZSI,8/2/21,After market close
DZSI,11/1/21,After market close
DZSI,5/2/22,After market close
DZSI,8/1/22,After market close
DZSI,11/1/22,After market close
DZSI,2/16/23,After market close
DZSI,5/8/23,After market close
DZSI,8/7/23,
DZSI,8/14/23,
DZSI,8/21/23,
DZSI,8/28/23,
DZSI,9/4/23,
DZSI,9/11/23,
DZSI,9/18/23,
DZSI,9/25/23,
DZSI,11/7/23,
DZSI,11/14/23,
DZSI,11/21/23,
DZSI,11/28/23,
DZSI,12/5/23,
DZSI,12/12/23,
DZSI,12/19/23,
DZSI,12/26/23,
DZSI,2/15/24,
DZSI,2/29/24,
DZSI,3/7/24,
DZSI,3/14/24,
DZSI,3/21/24,
DZSI,3/28/24,
DZSI,5/13/24,
DZSI,5/20/24,
DZSI,5/27/24,
DZSI,6/3/24,
DZSI,6/10/24,
DZSI,6/17/24,
DZSI,6/24/24,
DZSI,9/5/24,Before market open
E,2/21/20,
E,4/22/20,
E,7/24/20,
E,10/23/20,
E,4/23/21,
E,10/27/21,
E,2/18/22,
E,4/29/22,
E,7/29/22,
E,2/17/23,
E,10/27/23,
E,2/22/24,
E,4/24/24,Before market open
E,7/26/24,Before market open
E,10/25/24,
E,2/19/25,
E,4/23/25,
EA,1/30/20,After market close
EA,5/5/20,After market close
EA,7/30/20,After market close
EA,11/5/20,After market close
EA,2/2/21,After market close
EA,5/11/21,After market close
EA,8/4/21,After market close
EA,11/3/21,After market close
EA,2/1/22,After market close
EA,5/10/22,After market close
EA,8/2/22,After market close
EA,11/1/22,After market close
EA,1/31/23,After market close
EA,5/9/23,After market close
EA,8/1/23,After market close
EA,11/1/23,After market close
EA,1/30/24,After market close
EA,5/7/24,After market close
EA,7/30/24,After market close
EA,10/29/24,After market close
EA,2/4/25,After market close
EA,5/6/25,After market close
EAF,2/6/20,Before market open
EAF,5/6/20,Before market open
EAF,8/6/20,Before market open
EAF,11/3/20,Before market open
EAF,2/5/21,Before market open
EAF,5/5/21,Before market open
EAF,8/6/21,Before market open
EAF,11/5/21,Before market open
EAF,2/4/22,Before market open
EAF,5/6/22,Before market open
EAF,8/5/22,Before market open
EAF,11/4/22,Before market open
EAF,2/3/23,Before market open
EAF,4/28/23,Before market open
EAF,8/4/23,Before market open
EAF,11/3/23,Before market open
EAF,2/14/24,Before market open
EAF,4/26/24,Before market open
EAF,7/26/24,Before market open
EAF,11/12/24,Before market open
EAF,2/7/25,Before market open
EAF,4/25/25,Before market open
EAR,11/19/20,After market close
EAR,2/25/21,After market close
EAR,5/12/21,After market close
EAR,8/12/21,After market close
EAR,12/16/21,
EAR,3/31/22,
EAR,5/11/22,
EAR,8/8/22,After market close
EAR,3/23/23,
EAR,5/11/23,After market close
EAR,11/2/23,
EARN,11/2/21,After market close
EARN,3/7/22,After market close
EARN,5/2/22,After market close
EARN,8/10/22,After market close
EARN,11/9/22,After market close
EARN,3/6/23,After market close
EARN,5/11/23,After market close
EARN,8/10/23,After market close
EARN,11/13/23,Before market open
EARN,3/6/24,After market close
EARN,5/14/24,After market close
EARN,8/12/24,After market close
EARN,11/12/24,After market close
EARN,3/5/25,
EARN,5/20/25,After market close
EARS,7/16/20,
EAST,3/30/20,After market close
EAST,5/14/20,After market close
EAST,8/12/20,
EAST,11/12/20,
EAST,5/16/22,After market close
EAST,8/11/22,After market close
EAST,11/14/22,After market close
EAST,3/31/23,After market close
EAST,8/14/23,After market close
EAST,11/14/23,After market close
EAST,3/27/24,After market close
EAST,5/13/24,After market close
EAST,8/14/24,After market close
EAST,11/14/24,After market close
EAT,1/29/20,Before market open
EAT,4/29/20,Before market open
EAT,8/12/20,Before market open
EAT,10/28/20,Before market open
EAT,1/27/21,Before market open
EAT,4/28/21,Before market open
EAT,8/18/21,Before market open
EAT,11/3/21,Before market open
EAT,2/2/22,Before market open
EAT,5/4/22,Before market open
EAT,8/24/22,Before market open
EAT,11/2/22,Before market open
EAT,2/1/23,Before market open
EAT,5/3/23,Before market open
EAT,8/16/23,Before market open
EAT,11/1/23,Before market open
EAT,1/31/24,Before market open
EAT,4/30/24,Before market open
EAT,8/14/24,Before market open
EAT,10/30/24,Before market open
EAT,1/29/25,Before market open
EAT,4/29/25,Before market open
EB,2/27/20,After market close
EB,5/11/20,After market close
EB,8/6/20,After market close
EB,11/5/20,After market close
EB,2/25/21,After market close
EB,5/6/21,After market close
EB,8/5/21,After market close
EB,10/28/21,After market close
EB,4/28/22,After market close
EB,7/28/22,After market close
EB,11/3/22,After market close
EB,2/28/23,After market close
EB,5/9/23,After market close
EB,8/3/23,After market close
EB,11/1/23,After market close
EB,2/27/24,After market close
EB,5/2/24,After market close
EB,8/1/24,
EB,11/7/24,After market close
EB,2/27/25,After market close
EB,5/8/25,After market close
EBAY,1/28/20,After market close
EBAY,4/29/20,After market close
EBAY,7/28/20,After market close
EBAY,10/28/20,After market close
EBAY,2/2/21,
EBAY,4/28/21,After market close
EBAY,8/11/21,After market close
EBAY,10/27/21,After market close
EBAY,2/23/22,After market close
EBAY,5/4/22,After market close
EBAY,8/3/22,After market close
EBAY,11/2/22,After market close
EBAY,2/22/23,After market close
EBAY,4/26/23,After market close
EBAY,7/26/23,After market close
EBAY,11/7/23,After market close
EBAY,2/27/24,After market close
EBAY,5/1/24,After market close
EBAY,7/31/24,After market close
EBAY,10/30/24,After market close
EBAY,2/26/25,After market close
EBAY,4/30/25,After market close
EBC,1/28/21,After market close
EBC,4/29/21,After market close
EBC,7/29/21,After market close
EBC,10/28/21,After market close
EBC,4/28/22,After market close
EBC,7/28/22,After market close
EBC,10/27/22,After market close
EBC,1/26/23,After market close
EBC,4/27/23,After market close
EBC,7/27/23,After market close
EBC,10/26/23,After market close
EBC,1/25/24,After market close
EBC,4/25/24,After market close
EBC,7/25/24,After market close
EBC,10/24/24,After market close
EBC,1/23/25,After market close
EBC,4/24/25,After market close
EBET,2/9/24,
EBET,5/10/24,
EBET,8/12/24,
EBET,8/19/24,
EBET,8/26/24,
EBET,9/2/24,
EBET,9/9/24,
EBET,9/16/24,
EBET,9/23/24,
EBET,9/30/24,
EBET,2/11/25,
EBET,2/18/25,
EBET,2/25/25,
EBET,3/25/25,
EBET,5/19/25,
EBF,9/20/22,
EBF,12/19/22,
EBF,4/24/23,
EBF,6/19/23,
EBF,9/18/23,
EBF,12/18/23,
EBF,4/22/24,
EBF,6/17/24,
EBF,9/23/24,
EBF,12/23/24,
EBF,6/16/25,
EBIX,11/9/22,Before market open
EBIX,3/15/23,Before market open
EBIX,5/9/23,
EBIX,8/9/23,Before market open
EBIX,11/8/23,
EBMT,4/28/20,
EBMT,7/28/20,
EBMT,10/27/20,
EBMT,1/26/21,
EBMT,4/27/21,
EBMT,7/27/21,
EBMT,10/26/21,
EBMT,4/26/22,
EBMT,7/26/22,
EBMT,10/25/22,
EBMT,1/24/23,
EBMT,4/25/23,
EBMT,7/25/23,
EBMT,10/24/23,
EBMT,1/25/24,
EBMT,4/23/24,
EBMT,7/23/24,
EBMT,10/29/24,
EBMT,1/28/25,
EBMT,4/29/25,
EBR,12/7/20,
EBR,6/24/21,
EBR,9/1/21,
EBR,12/16/21,
EBR,6/29/22,
EBR,9/28/22,
EBR,12/27/22,
EBR,3/17/23,
EBR,6/26/23,
EBR,8/11/23,
EBR,5/16/24,
EBR,8/5/24,
EBR,11/5/24,
EBR,5/8/25,
EBR.B,9/28/22,
EBR.B,12/27/22,
EBR.B,3/17/23,
EBR.B,6/26/23,
EBR.B,8/11/23,
EBR.B,5/16/24,
EBR.B,8/5/24,
EBR.B,11/5/24,
EBR.B,5/8/25,
EBS,2/20/20,After market close
EBS,4/30/20,After market close
EBS,7/30/20,After market close
EBS,11/5/20,After market close
EBS,4/29/21,After market close
EBS,7/29/21,After market close
EBS,11/4/21,After market close
EBS,2/24/22,After market close
EBS,4/28/22,After market close
EBS,8/1/22,After market close
EBS,11/8/22,After market close
EBS,2/27/23,After market close
EBS,5/9/23,After market close
EBS,8/8/23,After market close
EBS,11/2/23,After market close
EBS,3/6/24,After market close
EBS,5/1/24,After market close
EBS,8/6/24,After market close
EBS,11/6/24,After market close
EBS,3/3/25,After market close
EBS,5/7/25,After market close
EBSB,1/28/20,
EBSB,10/27/20,
EBSB,1/26/21,
EBSB,4/20/21,
EBSB,7/20/21,
EBTC,10/20/22,
EBTC,1/26/23,
EBTC,4/20/23,
EBTC,7/20/23,
EBTC,10/19/23,
EBTC,1/25/24,
EBTC,4/23/24,
EBTC,7/23/24,
EBTC,10/22/24,
EBTC,1/23/25,
EC,2/25/20,After market close
EC,5/11/20,After market close
EC,8/4/20,Before market open
EC,12/7/20,
EC,2/23/21,After market close
EC,5/4/21,After market close
EC,8/3/21,After market close
EC,11/10/21,Before market open
EC,3/1/22,After market close
EC,5/10/22,After market close
EC,9/28/22,
EC,11/8/22,After market close
EC,2/28/23,After market close
EC,5/9/23,After market close
EC,8/8/23,After market close
EC,11/7/23,After market close
EC,2/29/24,After market close
EC,5/7/24,After market close
EC,8/13/24,After market close
EC,11/13/24,After market close
EC,3/4/25,After market close
EC,5/6/25,After market close
ECBK,3/30/23,
ECBK,8/11/23,
ECBK,11/9/23,
ECBK,7/25/24,
ECBK,4/24/25,
ECC,2/27/20,Before market open
ECC,5/21/20,Before market open
ECC,8/17/20,Before market open
ECC,11/17/20,Before market open
ECC,2/23/21,Before market open
ECC,5/18/21,Before market open
ECC,8/17/21,Before market open
ECC,11/16/21,Before market open
ECC,2/17/22,Before market open
ECC,5/24/22,Before market open
ECC,8/16/22,Before market open
ECC,11/15/22,Before market open
ECC,2/22/23,Before market open
ECC,5/23/23,Before market open
ECC,8/15/23,Before market open
ECC,11/14/23,Before market open
ECC,2/22/24,Before market open
ECC,5/21/24,Before market open
ECC,8/6/24,Before market open
ECC,11/14/24,Before market open
ECC,2/20/25,Before market open
ECC,5/28/25,Before market open
ECDA,8/19/24,After market close
ECDA,12/30/24,
ECDA,6/26/25,
ECG,2/11/25,After market close
ECG,5/13/25,After market close
ECHO,2/5/20,After market close
ECHO,4/22/20,After market close
ECHO,7/22/20,After market close
ECHO,10/28/20,After market close
ECHO,2/3/21,After market close
ECHO,4/28/21,After market close
ECHO,7/28/21,After market close
ECHO,10/27/21,
ECL,2/18/20,Before market open
ECL,4/28/20,Before market open
ECL,7/28/20,Before market open
ECL,10/27/20,Before market open
ECL,2/16/21,Before market open
ECL,4/27/21,Before market open
ECL,7/27/21,Before market open
ECL,10/26/21,Before market open
ECL,2/15/22,Before market open
ECL,4/26/22,Before market open
ECL,7/26/22,Before market open
ECL,11/1/22,Before market open
ECL,2/14/23,Before market open
ECL,5/2/23,Before market open
ECL,8/1/23,Before market open
ECL,10/31/23,Before market open
ECL,2/13/24,Before market open
ECL,4/30/24,Before market open
ECL,7/30/24,Before market open
ECL,10/29/24,Before market open
ECL,2/11/25,Before market open
ECL,4/29/25,Before market open
ECO,5/16/24,Before market open
ECO,8/9/24,
ECO,5/15/25,
ECOL,2/26/20,After market close
ECOL,5/7/20,After market close
ECOL,8/6/20,After market close
ECOL,11/5/20,After market close
ECOL,2/25/21,After market close
ECOL,7/29/21,After market close
ECOL,11/5/21,Before market open
ECOL,2/24/22,
ECOL,5/5/22,
ECOM,2/12/20,Before market open
ECOM,5/7/20,Before market open
ECOM,8/6/20,Before market open
ECOM,11/5/20,Before market open
ECOM,5/6/21,Before market open
ECOM,8/5/21,Before market open
ECOM,11/9/21,Before market open
ECOM,5/6/22,Before market open
ECOM,8/9/22,Before market open
ECOM,11/8/22,
ECOR,3/23/20,After market close
ECOR,5/14/20,After market close
ECOR,8/11/20,
ECOR,11/12/20,After market close
ECOR,3/11/21,After market close
ECOR,5/6/21,After market close
ECOR,8/5/21,After market close
ECOR,11/4/21,After market close
ECOR,3/10/22,
ECOR,5/5/22,After market close
ECOR,8/4/22,After market close
ECOR,11/3/22,After market close
ECOR,3/8/23,After market close
ECOR,5/3/23,After market close
ECOR,8/9/23,After market close
ECOR,11/8/23,After market close
ECOR,3/13/24,After market close
ECOR,5/8/24,After market close
ECOR,11/13/24,After market close
ECOR,3/12/25,After market close
ECOR,5/7/25,After market close
ECPG,2/26/20,After market close
ECPG,5/11/20,After market close
ECPG,8/5/20,After market close
ECPG,11/2/20,After market close
ECPG,2/24/21,After market close
ECPG,5/5/21,After market close
ECPG,8/4/21,After market close
ECPG,11/3/21,After market close
ECPG,2/23/22,After market close
ECPG,5/4/22,After market close
ECPG,8/3/22,After market close
ECPG,11/2/22,After market close
ECPG,2/22/23,After market close
ECPG,5/3/23,After market close
ECPG,8/2/23,After market close
ECPG,11/1/23,After market close
ECPG,2/21/24,After market close
ECPG,5/8/24,After market close
ECPG,8/7/24,After market close
ECPG,11/6/24,After market close
ECPG,2/26/25,After market close
ECPG,5/7/25,After market close
ECVT,11/9/21,Before market open
ECVT,2/25/22,Before market open
ECVT,7/29/22,Before market open
ECVT,11/1/22,Before market open
ECVT,2/28/23,Before market open
ECVT,5/4/23,Before market open
ECVT,8/3/23,Before market open
ECVT,11/2/23,Before market open
ECVT,2/28/24,Before market open
ECVT,5/2/24,Before market open
ECVT,8/1/24,Before market open
ECVT,10/31/24,Before market open
ECVT,2/27/25,Before market open
ECVT,5/1/25,Before market open
ECX,6/12/23,Before market open
ECX,8/9/23,Before market open
ECX,11/9/23,Before market open
ECX,2/28/24,Before market open
ECX,5/20/24,Before market open
ECX,8/8/24,Before market open
ECX,11/7/24,Before market open
ECX,3/11/25,Before market open
ECX,4/30/25,Before market open
ED,2/20/20,After market close
ED,5/7/20,After market close
ED,8/6/20,After market close
ED,11/5/20,After market close
ED,5/6/21,After market close
ED,8/5/21,After market close
ED,11/4/21,After market close
ED,2/17/22,After market close
ED,5/5/22,After market close
ED,8/4/22,After market close
ED,11/3/22,After market close
ED,2/16/23,After market close
ED,5/4/23,After market close
ED,8/3/23,After market close
ED,11/2/23,After market close
ED,2/15/24,After market close
ED,5/2/24,After market close
ED,8/1/24,After market close
ED,11/7/24,After market close
ED,2/20/25,After market close
ED,5/1/25,After market close
EDAP,3/30/20,After market close
EDAP,5/13/20,After market close
EDAP,8/26/20,After market close
EDAP,11/18/20,After market close
EDAP,3/30/21,After market close
EDAP,5/11/21,After market close
EDAP,8/25/21,After market close
EDAP,11/17/21,After market close
EDAP,5/17/22,After market close
EDAP,8/24/22,After market close
EDAP,11/16/22,After market close
EDAP,3/30/23,Before market open
EDAP,5/17/23,Before market open
EDAP,8/24/23,Before market open
EDAP,11/9/23,Before market open
EDAP,3/27/24,Before market open
EDAP,5/16/24,Before market open
EDAP,8/28/24,Before market open
EDAP,11/7/24,Before market open
EDAP,3/27/25,Before market open
EDAP,5/15/25,Before market open
EDBL,11/10/22,Before market open
EDBL,3/22/23,Before market open
EDBL,5/15/23,Before market open
EDBL,8/10/23,Before market open
EDBL,11/9/23,
EDBL,11/13/23,Before market open
EDBL,3/27/24,
EDBL,5/15/24,Before market open
EDBL,8/14/24,Before market open
EDBL,11/13/24,Before market open
EDBL,3/31/25,Before market open
EDBL,5/15/25,Before market open
EDIT,2/26/20,After market close
EDIT,5/7/20,Before market open
EDIT,8/6/20,After market close
EDIT,2/24/21,
EDIT,5/5/21,Before market open
EDIT,8/4/21,Before market open
EDIT,11/8/21,Before market open
EDIT,2/24/22,Before market open
EDIT,5/4/22,Before market open
EDIT,8/3/22,Before market open
EDIT,11/2/22,Before market open
EDIT,2/22/23,Before market open
EDIT,5/3/23,
EDIT,8/2/23,Before market open
EDIT,11/1/23,
EDIT,2/28/24,Before market open
EDIT,5/8/24,Before market open
EDIT,8/7/24,
EDIT,11/1/24,
EDIT,3/5/25,Before market open
EDIT,5/12/25,After market close
EDN,8/12/20,
EDN,11/11/20,
EDN,3/8/21,
EDN,5/11/21,
EDN,8/9/21,
EDN,3/10/22,
EDN,5/17/22,
EDN,8/8/22,
EDN,11/9/22,
EDN,3/9/23,
EDN,5/12/23,
EDN,11/8/23,
EDN,3/8/24,
EDN,5/9/24,
EDN,8/8/24,
EDN,3/10/25,
EDN,5/9/25,
EDR,6/2/21,After market close
EDR,8/16/21,After market close
EDR,11/15/21,After market close
EDR,3/16/22,After market close
EDR,5/12/22,After market close
EDR,8/11/22,After market close
EDR,11/10/22,After market close
EDR,2/28/23,After market close
EDR,5/9/23,After market close
EDR,8/8/23,After market close
EDR,11/8/23,Before market open
EDR,2/28/24,Before market open
EDR,5/9/24,Before market open
EDR,8/8/24,Before market open
EDR,11/7/24,Before market open
EDR,2/27/25,Before market open
EDRY,8/6/20,Before market open
EDRY,11/12/20,
EDRY,2/16/21,After market close
EDRY,5/17/21,
EDRY,8/4/21,After market close
EDRY,11/10/21,
EDRY,5/19/22,
EDRY,8/8/22,After market close
EDRY,11/9/22,
EDRY,2/13/23,Before market open
EDRY,5/15/23,Before market open
EDRY,8/8/23,Before market open
EDRY,11/8/23,Before market open
EDRY,2/12/24,
EDRY,5/20/24,
EDRY,11/19/24,Before market open
EDRY,2/20/25,
EDRY,2/24/25,Before market open
EDRY,5/20/25,
EDSA,5/13/20,
EDSA,8/12/20,
EDSA,12/10/20,
EDSA,8/11/21,
EDSA,12/27/21,
EDSA,2/15/22,
EDSA,5/13/22,
EDSA,8/12/22,
EDSA,5/12/23,
EDSA,8/11/23,
EDSA,12/15/23,
EDSA,2/9/24,
EDSA,5/9/24,
EDSA,2/14/25,
EDSA,5/9/25,
EDTX,3/14/23,
EDTX,5/15/23,
EDTX,5/22/23,
EDTX,5/29/23,
EDU,4/21/20,Before market open
EDU,7/28/20,Before market open
EDU,10/13/20,Before market open
EDU,1/22/21,Before market open
EDU,4/20/21,Before market open
EDU,8/3/21,Before market open
EDU,11/30/21,
EDU,4/26/22,Before market open
EDU,10/26/22,Before market open
EDU,1/17/23,Before market open
EDU,4/19/23,Before market open
EDU,7/26/23,Before market open
EDU,10/25/23,Before market open
EDU,1/24/24,Before market open
EDU,4/24/24,Before market open
EDU,7/31/24,Before market open
EDU,10/23/24,Before market open
EDU,1/21/25,Before market open
EDU,4/23/25,Before market open
EDUC,10/5/22,
EDUC,1/5/23,After market close
EDUC,5/11/23,After market close
EDUC,7/13/23,After market close
EDUC,10/19/23,
EDUC,1/4/24,
EDUC,5/21/24,After market close
EDUC,7/11/24,
EDUC,10/10/24,After market close
EDUC,1/13/25,After market close
EDUC,5/21/25,After market close
EE,5/24/22,After market close
EE,8/10/22,After market close
EE,11/9/22,After market close
EE,3/27/23,After market close
EE,5/10/23,After market close
EE,8/9/23,After market close
EE,11/8/23,After market close
EE,2/28/24,After market close
EE,5/8/24,After market close
EE,8/7/24,After market close
EE,11/6/24,After market close
EE,2/26/25,After market close
EE,5/7/25,After market close
EEFT,2/11/20,Before market open
EEFT,4/29/20,Before market open
EEFT,7/29/20,Before market open
EEFT,10/28/20,Before market open
EEFT,2/10/21,Before market open
EEFT,4/29/21,Before market open
EEFT,7/28/21,Before market open
EEFT,10/21/21,Before market open
EEFT,4/27/22,Before market open
EEFT,7/28/22,Before market open
EEFT,10/21/22,Before market open
EEFT,2/8/23,Before market open
EEFT,5/3/23,Before market open
EEFT,7/25/23,After market close
EEFT,10/20/23,Before market open
EEFT,2/7/24,Before market open
EEFT,5/1/24,Before market open
EEFT,7/19/24,Before market open
EEFT,10/24/24,Before market open
EEFT,2/13/25,Before market open
EEFT,4/24/25,Before market open
EEX,2/13/20,Before market open
EEX,5/4/20,After market close
EEX,8/3/20,After market close
EEX,11/2/20,After market close
EEX,11/3/22,Before market open
EEX,3/14/23,Before market open
EEX,5/3/23,Before market open
EEX,8/2/23,Before market open
EEX,11/6/23,Before market open
EEX,5/7/24,Before market open
EEX,8/7/24,
EEX,10/30/24,Before market open
EEX,3/14/25,Before market open
EEX,5/1/25,Before market open
EFBI,10/26/22,
EFBI,2/6/23,
EFBI,2/13/23,
EFBI,2/20/23,
EFBI,2/27/23,
EFBI,3/6/23,
EFBI,3/13/23,
EFBI,3/20/23,
EFBI,3/27/23,
EFBI,10/25/23,
EFBI,1/26/24,
EFBI,4/18/24,
EFC,2/12/20,After market close
EFC,5/7/20,After market close
EFC,8/6/20,After market close
EFC,11/5/20,After market close
EFC,5/5/21,After market close
EFC,8/5/21,After market close
EFC,11/8/21,Before market open
EFC,2/23/22,After market close
EFC,5/5/22,After market close
EFC,8/4/22,After market close
EFC,11/7/22,After market close
EFC,2/23/23,After market close
EFC,5/8/23,After market close
EFC,8/7/23,After market close
EFC,11/7/23,After market close
EFC,2/26/24,After market close
EFC,5/7/24,After market close
EFC,8/6/24,After market close
EFC,11/6/24,After market close
EFC,2/27/25,After market close
EFC,5/7/25,After market close
EFOI,5/13/20,Before market open
EFOI,8/14/20,Before market open
EFOI,11/12/20,Before market open
EFOI,5/13/21,Before market open
EFOI,8/12/21,Before market open
EFOI,11/12/21,Before market open
EFOI,3/17/22,Before market open
EFOI,5/12/22,Before market open
EFOI,8/11/22,Before market open
EFOI,11/10/22,Before market open
EFOI,3/16/23,
EFOI,5/11/23,
EFOI,8/10/23,
EFOI,11/9/23,
EFOI,3/28/24,
EFOI,5/9/24,
EFOI,8/8/24,
EFOI,11/14/24,
EFOI,3/28/25,
