act_symbol,date,when
SUI,2/20/23,
SUI,4/26/23,After market close
SUI,7/26/23,After market close
SUI,10/25/23,After market close
SUI,2/20/24,After market close
SUI,4/29/24,After market close
SUI,7/31/24,After market close
SUI,11/6/24,After market close
SUI,2/26/25,After market close
SUI,5/5/25,After market close
SUM,2/5/20,Before market open
SUM,4/29/20,Before market open
SUM,7/21/20,After market close
SUM,10/27/20,After market close
SUM,2/23/21,After market close
SUM,5/10/21,After market close
SUM,8/4/21,After market close
SUM,11/3/21,After market close
SUM,2/23/22,After market close
SUM,5/4/22,After market close
SUM,8/3/22,After market close
SUM,11/2/22,After market close
SUM,2/15/23,After market close
SUM,5/3/23,After market close
SUM,8/2/23,After market close
SUM,11/1/23,After market close
SUM,2/14/24,After market close
SUM,5/1/24,After market close
SUM,8/5/24,After market close
SUM,10/30/24,After market close
SUM,2/12/25,
SUMO,12/7/20,After market close
SUMO,3/10/21,After market close
SUMO,6/3/21,After market close
SUMO,9/9/21,After market close
SUMO,12/6/21,After market close
SUMO,3/8/22,After market close
SUMO,5/26/22,After market close
SUMO,8/25/22,After market close
SUMO,12/5/22,After market close
SUN,2/19/20,After market close
SUN,5/11/20,After market close
SUN,8/5/20,After market close
SUN,11/4/20,After market close
SUN,2/17/21,After market close
SUN,5/6/21,Before market open
SUN,8/3/21,Before market open
SUN,11/3/21,Before market open
SUN,2/16/22,Before market open
SUN,5/4/22,Before market open
SUN,8/3/22,Before market open
SUN,11/1/22,Before market open
SUN,2/15/23,Before market open
SUN,5/2/23,Before market open
SUN,8/2/23,Before market open
SUN,11/1/23,Before market open
SUN,2/14/24,Before market open
SUN,5/8/24,Before market open
SUN,8/7/24,Before market open
SUN,11/6/24,Before market open
SUN,2/11/25,Before market open
SUN,5/6/25,Before market open
SUNE,5/8/25,
SUNL,8/16/21,After market close
SUNL,11/15/21,After market close
SUNL,3/28/22,
SUNL,5/16/22,After market close
SUNL,8/15/22,After market close
SUNL,11/14/22,After market close
SUNL,5/15/23,
SUNL,9/11/23,
SUNS,2/20/20,After market close
SUNS,5/7/20,After market close
SUNS,8/4/20,After market close
SUNS,11/5/20,After market close
SUNS,2/24/21,After market close
SUNS,5/5/21,After market close
SUNS,8/3/21,After market close
SUNS,11/3/21,After market close
SUNS,3/1/22,After market close
SUNS,8/14/24,Before market open
SUNS,11/7/24,Before market open
SUNS,3/6/25,Before market open
SUNS,5/7/25,Before market open
SUNW,3/30/20,After market close
SUNW,5/7/20,Before market open
SUNW,8/7/20,
SUNW,11/26/20,
SUNW,3/29/21,
SUNW,5/27/21,
SUNW,8/9/21,
SUNW,11/11/21,After market close
SUNW,5/16/22,Before market open
SUNW,8/9/22,Before market open
